Code,PCI
610,0.8789263902551535
811,0.7322108013021951
910,0.847503848484887
1011,0.5900055209236572
1012,0.7323601028474087
1013,0.5733304422452998
1020,0.5338473730334505
1031,0.3762041297704809
1032,0.4906169655373721
1039,0.6332683482539352
1051,0.7210446103732104
1061,0.4320640960833815
1071,0.6993132782690926
1072,0.6558564655329352
1082,0.5504012930738776
1084,0.7035081767539817
1085,0.6655279614679814
1089,0.6686928652526651
1091,0.5516975106151178
1101,0.8917986354730305
1105,0.6306009002006144
1107,0.7198133711885023
1200,0.0
1512,0.8133162613807952
1520,0.5208170565563084
1610,0.5132244658255778
1623,0.5336605771693272
1712,0.5894740285450866
1721,0.5635929687123841
1722,0.5337243456968728
1723,0.6078057911460854
1729,0.5145529585309662
1812,0.6298658249177476
1813,0.6284007330189576
1814,0.6673771943113466
1920,0.5774341654738937
2012,0.4009753046692225
2014,0.44457318526091305
2016,0.4462124556555285
2020,0.443221340271429
2030,0.5553970238590621
2041,0.6538101134379108
2042,0.6415316814292773
2059,0.7481732175584264
2110,0.6257712071765216
2120,0.6261441930788852
2211,0.5975824647135233
2219,0.5523955992288351
2221,0.5059649361858558
2222,0.4809711334739414
2223,0.5360947668897403
2229,0.49709779946746435
2311,0.9325773809895573
2312,0.7143655497812093
2332,0.49549762293722577
2341,0.6673134998603565
2351,0.498459036822291
2361,0.5121608169026199
2363,0.5079985413421613
2399,0.6489511117910549
2410,0.6052729061002677
2444,0.6270774165896753
2511,0.5946063502228008
2512,0.6161185751691682
2521,0.31993567674397705
2550,0.5904980663962683
2561,0.5974616070850318
2562,0.5891676841989788
2592,0.21748131354185352
2599,0.5840606491498261
2611,0.4689805447537443
2612,0.48855436197272584
2630,0.5143272225974158
2640,0.4994479587530368
2651,0.5465973782901736
2660,0.6290162659092027
2711,0.5298433180359045
2712,0.5649619688096006
2733,0.7014984946405518
2740,0.5699596497524673
2751,0.4577923295334717
2811,0.5585315107406689
2813,0.5028627816677738
2822,0.5386450058397402
2825,0.6210881621221935
2829,0.5585556976217678
2892,0.47237085354638053
2896,0.5015089381556238
2910,0.7278102491801657
2920,0.5963366603281525
2931,0.37907284954596865
2932,0.5020091939481058
3011,0.6708143229498293
3030,0.5870994006153896
3101,0.4098023768861312
3103,0.4299378656768723
3109,0.6204070588336524
3250,0.6047476282902571
3312,0.6526968031679331
3315,0.6439146982891775
3316,0.6711977539048475
3317,0.658977983218223
3320,0.5037630099458662
3511,0.7755772913883734
3513,0.7105927644503072
3600,0.5951406966825383
3700,0.6743714283436706
3811,0.6177241019441582
3821,0.6235263646484952
3822,0.652101621808065
3832,0.6623442437082503
4110,0.7897664265754119
4120,0.7383382759892385
4211,0.5958574846932412
4212,0.7880341179949333
4221,0.728633499043358
4222,0.4724072236904564
4299,0.7128645838899204
4321,0.6358116274302112
4322,0.643032793506264
4329,0.6764581816784352
4332,0.6427675163348604
4334,0.650440958349894
4339,0.7021318723913365
4391,0.6398152876397651
4399,0.601714267141683
4511,0.6033684391756844
4519,0.5913310381667634
4520,0.6110281956046901
4531,0.603744139349354
4532,0.5538646348966751
4540,0.5880540387110769
4613,0.6590749483239917
4614,0.6402160641445891
4616,0.8331771609341682
4618,0.7701155296196355
4631,0.6552278113768863
4632,0.647182114488418
4633,0.7317392330298919
4634,0.7478592529588597
4635,0.8621523845660356
4636,0.7970950797515041
4638,0.6751916102978948
4639,0.6334547978677865
4642,0.8107874894440732
4643,0.6771958666480139
4645,0.8563360283131065
4646,0.6177201284866454
4647,0.6420907772168774
4649,0.6573531731093551
4651,0.7093230506461912
4652,0.4697593427241843
4666,0.5732833852790936
4669,0.5701970274506019
4671,0.6710579365703458
4672,0.6756927705819079
4673,0.6447382233949762
4674,0.6284266305566186
4675,0.6434750875431678
4676,0.6593912228480834
4677,0.6414029592849402
4690,0.6245832714043256
4711,0.6481818344375483
4719,0.6674596748025324
4721,0.7485012782750059
4722,0.7226884886394023
4724,0.7314703093042141
4725,0.8005894274988412
4729,0.7994308824736298
4730,0.6189862310148466
4741,0.7644627436320668
4742,0.7376543307207605
4752,0.6507650777556266
4754,0.6615481897731657
4759,0.6776701980139763
4761,0.7453480587002075
4762,0.6919675598061328
4763,0.8570537256986551
4764,0.7154532628041181
4765,0.7115562077449157
4771,0.7185351439729819
4772,0.7679337187458708
4773,0.6730940633567982
4775,0.7428092705373439
4776,0.5865191405884929
4777,0.6846503755313385
4778,0.6777251120688348
4779,0.6990193694511413
4791,0.7229833327160776
4799,0.7134237329456109
4910,0.7714920327453809
4931,0.8296235738074764
4932,0.6873757957771014
4939,0.7069601381090089
4941,0.5662424816435054
4950,0.6432947711500874
5110,0.9285372503414467
5210,0.5981586616974274
5221,0.7409045723420981
5222,0.5469776810069913
5223,0.8699316568767769
5224,0.716315900437889
5229,0.6607664194426668
5310,0.6614678968217065
5320,0.637124650814225
5510,0.7676909455602307
5520,0.5945463614021611
5530,0.15386810569340292
5610,0.7562490849232022
5621,0.7841265058511515
5629,0.7770195245537447
5630,0.6636032809997459
5811,0.9603528192155238
5813,0.8333081846564088
5814,0.8997305799217327
5819,0.8581374356920266
5829,0.8884932848492642
5911,0.9719144115924027
5914,0.7059215186263241
6010,0.8888039509353598
6020,0.9839902370372786
6120,0.8410221083587307
6130,0.8941681063427906
6190,0.7520753613673281
6201,0.7974349077911818
6202,0.7696252704061799
6209,0.7837444294971008
6311,0.8096954909753322
6419,0.8676983197728259
6420,0.6615786671083141
6430,0.9973726054071839
6491,0.7179566124340175
6492,0.7144851957239269
6499,0.908528630789069
6511,0.792125575910819
6512,0.730475950280759
6611,0.9015254881090691
6612,0.9586004479121473
6619,0.8261741105119662
6621,0.7985643006350596
6622,0.7667280922940543
6629,0.7324812677137199
6630,1.0
6820,0.7618941867572635
6831,0.7875185146626171
6832,0.8396669695110339
6910,0.8273429819921592
6920,0.8248210053199772
7010,0.8001658981445281
7021,0.9583179401696691
7022,0.8207372751244784
7111,0.8636619946072415
7112,0.7099000419361594
7120,0.7035351966847521
7211,0.785901840105605
7219,0.7340922780683565
7220,0.9067612343786112
7311,0.8946337967640812
7312,0.9560269828286145
7320,0.8688237443798714
7410,0.8242091142717196
7430,0.873396651312261
7490,0.7586012519179277
7500,0.6226303138109938
7711,0.7198278122640682
7729,0.7395682094477618
7732,0.6302464936386839
7739,0.6117949766425423
7810,0.75167968277592
7820,0.7232714364911605
7911,0.7891501705582566
7912,0.7996332346060674
8010,0.7869093081298667
8110,0.7988303444205076
8121,0.7506549599290563
8122,0.8059298365112453
8129,0.7104416836059657
8130,0.6010910893909169
8211,0.8222291179447219
8219,0.7338964039126308
8220,0.7082596391312825
8291,0.8126089628088651
8292,0.5915144831791793
8299,0.7817502864805184
8411,0.743711319940559
8412,0.768505690133344
8413,0.7646133518242331
8422,0.740051012901519
8423,0.7791615500485459
8425,0.6736088186013052
8430,0.6195522145588442
8510,0.6849070993952818
8520,0.6638316458300697
8531,0.6654302750168137
8532,0.6443710924416602
8541,0.6968079807823959
8542,0.828108563326863
8551,0.6609578088843119
8559,0.7177636249441569
8560,0.782722498625342
8610,0.6945211917022334
8621,0.6527182606220869
8622,0.7117776138857121
8623,0.6639007002167319
8690,0.6977644490514567
8710,0.6515991735159741
8720,0.6628139939114053
8730,0.634310404441313
8790,0.6376126368491546
8810,0.6569620735951228
8891,0.6912320485994716
8899,0.7203437850853236
9001,0.8485767489107774
9004,0.8164743887601639
9101,0.7437113845015051
9102,0.8402760006274963
9103,0.725120558904873
9104,0.6446421659378785
9200,0.7588911795860603
9311,0.6664340555395016
9312,0.6663155965919604
9313,0.7167272102953026
9319,0.7545012366049617
9329,0.658156880447244
9412,0.8162504206151013
9491,0.79011537437668
9499,0.7657853556178211
9511,0.7562441766125972
9601,0.7066273288707469
9602,0.7083346230578604
9609,0.6749111516918737
