3513,3511,0.9865
3513,4321,0.368
3513,8220,0.3077
111,113,0.9968
111,150,0.998
3700,3600,0.9775
3700,7820,0.6212
113,119,0.9985
113,150,0.9918
113,4631,0.9906
113,7820,0.374
113,8520,0.0601
4120,3600,0.7918
4120,4110,0.8968
4120,4211,0.6566
4120,4221,0.9667
4120,4222,0.9234
4120,4299,0.7824
4120,4321,0.7299
4120,4322,0.6207
4120,4332,0.8354
4120,4334,0.8898
4120,4339,0.889
4120,4391,0.8819
4120,4399,0.6445
4120,6820,0.5486
4120,6831,0.2166
4120,6832,0.6847
4120,7010,0.2881
4120,7111,0.654
4120,7112,0.035
4120,7490,0.3148
4120,8110,0.4189
4120,9312,0.0193
4616,4771,0.8863
141,150,0.9985
4633,1051,0.9949
145,150,0.9993
4635,8299,0.9879
147,1013,0.9938
147,1091,0.9991
4639,1082,0.9317
4639,4631,0.9536
4639,4638,0.9793
4639,4690,0.9806
4639,4711,0.3348
4639,4719,0.1973
4639,4941,0.4851
4639,5210,0.6264
4639,5610,0.2102
4639,6920,0.3154
4639,7820,0.3724
150,8520,0.0037
610,1920,0.9969
811,2351,0.9981
811,7010,0.9772
910,2892,0.9971
910,7112,0.878
1011,1012,0.9848
1011,1013,0.995
1011,7820,0.7475
1011,8292,0.9936
1012,1013,0.992
1012,1089,0.9897
1012,7820,0.6746
1013,1072,0.9831
1013,1085,0.9718
1013,1089,0.9853
1013,4632,0.9913
1013,7820,0.6564
1020,7820,0.8866
1031,1072,0.996
1031,7820,0.6043
1032,1039,0.9986
1039,1071,0.9819
1039,1085,0.9943
1039,1107,0.992
1039,7820,0.7018
1051,1089,0.9602
1051,7820,0.215
1061,1071,0.9786
1061,1089,0.9835
1061,7820,0.5748
1071,1072,0.9771
1071,1085,0.8701
1071,1089,0.9588
1071,4711,0.0024
1071,4724,0.9549
1071,5610,0.22
1071,5630,0.0474
1071,7810,0.7158
1071,7820,0.4212
1072,7820,0.5996
1082,4636,0.9978
1082,4724,0.9757
1082,7820,0.2817
1084,1089,0.9946
1085,1089,0.9906
1085,7022,0.4875
1085,7820,0.643
1089,7820,0.5525
1101,7820,0.486
1105,4634,0.9976
1105,5630,0.7804
1200,8299,0.9879
1512,4771,0.9576
1520,4772,0.992
1610,4941,0.9747
1623,3109,0.9885
1623,4332,0.9862
1623,4673,0.9363
1623,4711,0.3195
1623,7820,0.345
1712,1813,0.9996
1721,1729,0.9954
1721,1812,0.9792
1721,7820,0.3978
1722,1729,0.9986
1722,7010,0.9744
1723,1812,0.9975
1729,1812,0.9931
1812,1813,0.9873
1812,1814,0.9975
1812,2229,0.9462
1812,4711,0.0289
1812,6419,0.1636
1812,7820,0.3027
1812,8219,0.9884
1920,4671,0.9934
1920,4675,0.9932
2012,2016,0.9991
2014,2016,0.9976
2014,2059,0.9969
2014,4675,0.9973
2016,2221,0.9946
2020,8121,0.9643
2030,4673,0.9854
2030,4752,0.9512
2041,7010,0.9877
2042,4645,0.9873
2042,6920,0.9163
2042,7010,0.9311
2042,7219,0.9393
2042,7820,0.4066
2059,2120,0.9684
2059,2811,0.9865
2059,2825,0.9938
2110,2120,0.9961
2120,3250,0.9697
2120,4646,0.9314
2120,7219,0.9821
2120,7820,0.0638
2120,8690,0.0583
2211,4531,0.99
2219,7820,0.6836
2221,2222,0.9899
2221,2223,0.9921
2221,2229,0.9804
2221,4673,0.8843
2221,7820,0.535
2222,2229,0.9898
2222,2592,0.9992
2222,7820,0.4704
2223,2229,0.9725
2223,2512,0.9944
2223,4673,0.8747
2223,7820,0.504
2229,2896,0.9986
2229,2932,0.969
2229,3030,0.8719
2229,7820,0.6555
2311,2312,0.9995
2312,4673,0.9649
2332,2351,0.9994
2332,2361,0.9979
2341,4759,0.9961
2361,2363,0.9973
2361,7010,0.9345
2361,7820,0.4659
2363,2399,0.9991
2410,2511,0.9802
2410,7820,0.378
2444,3312,0.9987
2511,2562,0.9601
2511,2599,0.9892
2511,2920,0.9851
2511,3320,0.982
2511,3832,0.9844
2511,4299,0.7931
2511,4399,0.9204
2511,7112,0.6452
2511,7732,0.9461
2511,7820,0.1497
2521,8220,0.9905
2550,2562,0.9893
2550,7820,0.7753
2561,7820,0.7068
2562,2599,0.9859
2562,2932,0.9289
2562,3030,0.7659
2562,3320,0.9744
2562,4321,0.9004
2562,4322,0.862
2562,4669,0.846
2562,4672,0.971
2562,6420,0.9577
2562,7022,0.4711
2562,7112,0.7488
2562,7820,0.1182
2599,7820,0.4997
2611,2612,0.9994
2611,2651,0.9936
2630,2651,0.9891
2640,7112,0.9821
2651,2712,0.9679
2651,2825,0.9471
2651,3030,0.9597
2651,4669,0.9058
2651,6202,0.5871
2651,7112,0.5638
2660,3250,0.9989
2711,2712,0.9972
2711,4321,0.9097
2711,7112,0.92
2712,3317,0.9955
2733,2825,0.9992
2740,7820,0.7607
2751,4643,0.9978
2811,2813,0.9962
2811,2932,0.9668
2811,3030,0.8962
2811,4321,0.8521
2811,6202,0.7337
2811,7820,0.1826
2813,2829,0.9937
2822,3312,0.9942
2822,4669,0.9823
2825,2829,0.9957
2825,7820,0.1779
2825,8110,0.7423
2829,2932,0.9854
2829,4669,0.9537
2829,7820,0.4624
2892,3312,0.9936
2910,2920,0.992
2910,7820,0.6924
2920,4520,0.9436
2920,8121,0.7465
2931,2932,0.9975
2931,4669,0.9922
2932,4531,0.9253
2932,7820,0.783
3011,3315,0.9977
3011,6420,0.9933
3011,8110,0.8936
3030,3316,0.982
3030,7010,0.7434
3101,3109,0.9971
3101,7820,0.6178
3103,3109,0.9977
3109,4759,0.9505
3109,7820,0.533
3250,4646,0.9753
3250,7820,0.5463
3312,3320,0.9878
3312,4669,0.9495
3312,7112,0.6944
3315,6202,0.9564
3316,5110,0.9587
3317,4212,0.9988
3317,7112,0.8957
3320,4322,0.9671
3511,3822,0.9772
3600,3811,0.8905
3600,7010,0.7289
3600,7112,0.4698
3600,8110,0.4732
3811,3821,0.9849
3811,3832,0.9686
3811,4941,0.7201
3811,7820,0.1423
3811,8411,0.1485
3821,4941,0.8729
3821,7820,0.4571
3822,7219,0.9534
3832,4677,0.9978
3832,4941,0.8786
4110,4299,0.6956
4110,4719,0.3698
4110,4778,0.8739
4110,6420,0.9639
4110,6430,0.9841
4110,6511,0.8842
4110,6820,0.7471
4110,6831,0.8329
4110,6832,0.9
4110,7022,0.5591
4211,4221,0.9663
4211,4299,0.9192
4211,7112,0.7372
4221,4299,0.9132
4221,7112,0.6502
4221,8110,0.6792
4222,4299,0.7605
4222,8110,0.5975
4299,4321,0.939
4299,4322,0.678
4299,4399,0.7236
4299,6190,0.103
4299,6920,0.0021
4299,7022,0.1419
4299,7112,0.4951
4299,7732,0.7404
4299,8110,0.3143
4321,4322,0.9285
4321,4329,0.9013
4321,4339,0.9182
4321,4652,0.8395
4321,4669,0.6197
4321,6190,0.1741
4321,6202,0.0866
4321,6820,0.0742
4321,7022,0.2711
4321,7112,0.5995
4321,8010,0.3324
4321,8110,0.2257
4321,9609,0.6138
4322,5630,0.2251
4322,6512,0.8173
4322,7112,0.472
4322,8110,0.5114
4322,8121,0.032
4322,8299,0.6126
4329,4332,0.9824
4332,4711,0.1086
4339,4711,0.4351
4399,4941,0.6256
4399,7112,0.7303
4399,7732,0.9658
4511,4519,0.9746
4511,4520,0.932
4511,4531,0.8988
4511,4532,0.8343
4511,4540,0.9674
4511,4730,0.7545
4511,4941,0.2562
4511,5221,0.3699
4511,6622,0.0646
4511,7711,0.877
4511,9312,0.2712
4519,4520,0.9609
4520,4531,0.9074
4520,4532,0.9453
4520,4730,0.8357
4520,4939,0.8007
4520,4941,0.5025
4520,5221,0.6229
4520,7022,0.0477
4520,7711,0.8984
4531,4532,0.9875
4531,5210,0.6845
4531,5320,0.6882
4613,4673,0.9922
4614,4651,0.9929
4618,4646,0.9895
4631,4711,0.3266
4631,7820,0.6516
4634,5210,0.8597
4634,7820,0.1423
4642,4711,0.2243
4642,4771,0.8248
4642,4772,0.9677
4642,7010,0.8782
4642,7820,0.2197
4643,4652,0.9846
4643,4669,0.953
4643,7820,0.3929
4645,4719,0.8072
4645,4771,0.4655
4645,4775,0.9624
4645,4941,0.6023
4645,9602,0.8962
4646,4690,0.9189
4646,4773,0.8316
4646,5210,0.8276
4646,7219,0.8749
4646,7820,0.2501
4647,4649,0.9904
4649,4666,0.9641
4649,4673,0.6969
4649,4690,0.9241
4649,4719,0.2747
4649,4762,0.852
4649,4764,0.8177
4649,4771,0.1693
4649,4778,0.9399
4649,4941,0.5452
4649,5630,0.1186
4649,6420,0.9883
4649,7022,0.4444
4649,7820,0.1453
4649,8291,0.9721
4651,4666,0.9872
4651,4741,0.9863
4651,6201,0.8508
4651,6202,0.7708
4651,6209,0.8588
4651,7022,0.5563
4651,7820,0.0532
